"","gene_name","longest_transcript"
"451","ENSMUSG00000076548.1","ENSMUST00000103349.1"
"452","ENSMUSG00000076549.2","ENSMUST00000103350.2"
"453","ENSMUSG00000076550.3","ENSMUST00000196595.1"
"454","ENSMUSG00000094262.2","ENSMUST00000198345.1"
"455","ENSMUSG00000076552.3","ENSMUST00000199160.1"
"456","ENSMUSG00000094006.2","ENSMUST00000103354.2"
"457","ENSMUSG00000095633.2","ENSMUST00000197448.1"
"458","ENSMUSG00000076555.3","ENSMUST00000103356.3"
"459","ENSMUSG00000076556.3","ENSMUST00000103357.3"
"460","ENSMUSG00000096833.2","ENSMUST00000103359.2"
"461","ENSMUSG00000094319.2","ENSMUST00000199437.1"
"462","ENSMUSG00000095753.2","ENSMUST00000198328.1"
"463","ENSMUSG00000094993.2","ENSMUST00000103345.3"
"464","ENSMUSG00000076562.1","ENSMUST00000103363.1"
"465","ENSMUSG00000076563.2","ENSMUST00000103364.2"
"466","ENSMUSG00000076564.2","ENSMUST00000103365.2"
"467","ENSMUSG00000094094.2","ENSMUST00000103366.2"
"468","ENSMUSG00000096422.2","ENSMUST00000103367.2"
"469","ENSMUSG00000094433.2","ENSMUST00000103368.2"
"470","ENSMUSG00000095007.1","ENSMUST00000103369.1"
"471","ENSMUSG00000105432.1","ENSMUST00000196275.1"
"472","ENSMUSG00000095630.2","ENSMUST00000103386.2"
"473","ENSMUSG00000076569.3","ENSMUST00000197290.1"
"474","ENSMUSG00000076570.6","ENSMUST00000198880.4"
"475","ENSMUSG00000076571.2","ENSMUST00000103372.2"
"476","ENSMUSG00000076572.6","ENSMUST00000103373.2"
"477","ENSMUSG00000076573.6","ENSMUST00000197820.4"
"478","ENSMUSG00000104769.1","ENSMUST00000196959.1"
"479","ENSMUSG00000076575.6","ENSMUST00000197429.4"
"480","ENSMUSG00000076576.2","ENSMUST00000103377.2"
"481","ENSMUSG00000076586.2","ENSMUST00000103387.2"
"482","ENSMUSG00000076587.3","ENSMUST00000103388.3"
"483","ENSMUSG00000096594.2","ENSMUST00000196599.1"
"484","ENSMUSG00000076577.2","ENSMUST00000103378.2"
"485","ENSMUSG00000076589.2","ENSMUST00000103390.2"
"486","ENSMUSG00000095794.2","ENSMUST00000103391.3"
"487","ENSMUSG00000076591.3","ENSMUST00000195945.1"
"488","ENSMUSG00000076578.3","ENSMUST00000197371.1"
"489","ENSMUSG00000094356.2","ENSMUST00000197525.1"
"490","ENSMUSG00000076580.3","ENSMUST00000197272.1"
"491","ENSMUSG00000076581.1","ENSMUST00000103382.1"
"492","ENSMUSG00000094930.2","ENSMUST00000103383.2"
"493","ENSMUSG00000076583.1","ENSMUST00000103384.1"
"494","ENSMUSG00000094797.1","ENSMUST00000103393.1"
"495","ENSMUSG00000096844.1","ENSMUST00000103394.1"
"496","ENSMUSG00000076594.2","ENSMUST00000198184.1"
"497","ENSMUSG00000094117.1","ENSMUST00000103396.1"
"498","ENSMUSG00000076596.3","ENSMUST00000196940.1"
"499","ENSMUSG00000095338.1","ENSMUST00000103398.1"
"500","ENSMUSG00000076598.3","ENSMUST00000197560.1"
"501","ENSMUSG00000095335.2","ENSMUST00000103400.2"
"502","ENSMUSG00000096715.2","ENSMUST00000103401.2"
"503","ENSMUSG00000094478.1","ENSMUST00000103402.1"
"504","ENSMUSG00000095351.2","ENSMUST00000103403.2"
"505","ENSMUSG00000095682.1","ENSMUST00000103404.1"
"506","ENSMUSG00000076934.2","ENSMUST00000103746.2"
"507","ENSMUSG00000076939.2","ENSMUST00000103751.2"
"508","ENSMUSG00000076940.3","ENSMUST00000197518.1"
"509","ENSMUSG00000091008.1","ENSMUST00000167638.1"
"510","ENSMUSG00000076500.2","ENSMUST00000103301.2"
"511","ENSMUSG00000090765.1","ENSMUST00000095364.2"
"512","ENSMUSG00000090395.1","ENSMUST00000166255.1"
"513","ENSMUSG00000104962.1","ENSMUST00000200495.1"
"514","ENSMUSG00000104630.1","ENSMUST00000103562.2"
"515","ENSMUSG00000105830.1","ENSMUST00000197113.1"
"516","ENSMUSG00000098799.1","ENSMUST00000184430.1"
"517","ENSMUSG00000076870.2","ENSMUST00000103682.2"
"518","ENSMUSG00000076871.1","ENSMUST00000103683.1"
"519","ENSMUSG00000076874.2","ENSMUST00000197589.1"
"520","ENSMUSG00000076875.1","ENSMUST00000103687.1"
"521","ENSMUSG00000076876.3","ENSMUST00000196977.1"
"522","ENSMUSG00000076877.1","ENSMUST00000103689.1"
"523","ENSMUSG00000076878.1","ENSMUST00000103690.1"
"524","ENSMUSG00000076879.1","ENSMUST00000103691.1"
"525","ENSMUSG00000076881.1","ENSMUST00000103693.1"
"526","ENSMUSG00000076882.3","ENSMUST00000199452.1"
"527","ENSMUSG00000076883.2","ENSMUST00000200046.1"
"528","ENSMUSG00000105216.1","ENSMUST00000197949.1"
"529","ENSMUSG00000076884.1","ENSMUST00000103696.1"
"530","ENSMUSG00000076885.1","ENSMUST00000103697.1"
"531","ENSMUSG00000076886.1","ENSMUST00000103698.1"
"532","ENSMUSG00000076887.1","ENSMUST00000103699.1"
"533","ENSMUSG00000076888.1","ENSMUST00000103700.1"
"534","ENSMUSG00000076889.1","ENSMUST00000103701.1"
"535","ENSMUSG00000076890.1","ENSMUST00000103702.1"
"536","ENSMUSG00000076891.1","ENSMUST00000103703.1"
"537","ENSMUSG00000076892.1","ENSMUST00000103704.1"
"538","ENSMUSG00000076893.1","ENSMUST00000103705.1"
"539","ENSMUSG00000076894.1","ENSMUST00000103706.1"
"540","ENSMUSG00000076895.1","ENSMUST00000103707.1"
"541","ENSMUSG00000076896.1","ENSMUST00000103708.1"
"542","ENSMUSG00000076897.1","ENSMUST00000103709.1"
"543","ENSMUSG00000076898.1","ENSMUST00000103710.1"
"544","ENSMUSG00000076899.1","ENSMUST00000103711.1"
"545","ENSMUSG00000076900.1","ENSMUST00000103712.1"
"546","ENSMUSG00000076901.1","ENSMUST00000103713.1"
"547","ENSMUSG00000076902.1","ENSMUST00000103714.1"
"548","ENSMUSG00000076903.1","ENSMUST00000103715.1"
"549","ENSMUSG00000076904.2","ENSMUST00000103716.2"
"550","ENSMUSG00000076905.2","ENSMUST00000103717.2"
"551","ENSMUSG00000076906.1","ENSMUST00000103718.1"
"552","ENSMUSG00000076907.1","ENSMUST00000103719.1"
"553","ENSMUSG00000076908.1","ENSMUST00000103720.1"
"554","ENSMUSG00000076909.2","ENSMUST00000103721.2"
"555","ENSMUSG00000076910.1","ENSMUST00000103722.1"
"556","ENSMUSG00000076911.1","ENSMUST00000103723.1"
"557","ENSMUSG00000076912.1","ENSMUST00000103724.1"
"558","ENSMUSG00000076913.1","ENSMUST00000103725.1"
"559","ENSMUSG00000076914.1","ENSMUST00000103726.1"
"560","ENSMUSG00000076916.1","ENSMUST00000103728.1"
"561","ENSMUSG00000076917.1","ENSMUST00000103729.1"
"562","ENSMUSG00000076918.1","ENSMUST00000103730.1"
"563","ENSMUSG00000076919.1","ENSMUST00000103731.1"
"564","ENSMUSG00000076921.1","ENSMUST00000103733.1"
"565","ENSMUSG00000076922.1","ENSMUST00000103734.1"
"566","ENSMUSG00000076923.1","ENSMUST00000103735.1"
"567","ENSMUSG00000076924.1","ENSMUST00000103736.1"
"568","ENSMUSG00000076925.2","ENSMUST00000103737.2"
"569","ENSMUSG00000076926.1","ENSMUST00000103738.1"
"570","ENSMUSG00000076483.1","ENSMUST00000103284.1"
"571","ENSMUSG00000076484.1","ENSMUST00000103285.1"
"572","ENSMUSG00000076485.2","ENSMUST00000192366.1"
"573","ENSMUSG00000076486.1","ENSMUST00000103287.1"
"574","ENSMUSG00000076487.1","ENSMUST00000103288.1"
"575","ENSMUSG00000076488.1","ENSMUST00000103289.1"
"576","ENSMUSG00000076489.2","ENSMUST00000193061.1"
"577","ENSMUSG00000076492.1","ENSMUST00000103293.1"
"578","ENSMUSG00000076493.1","ENSMUST00000103294.1"
"579","ENSMUSG00000076494.1","ENSMUST00000103295.1"
"580","ENSMUSG00000076495.1","ENSMUST00000103296.1"
"581","ENSMUSG00000076496.1","ENSMUST00000103297.1"
"582","ENSMUSG00000076497.1","ENSMUST00000103298.1"
"583","ENSMUSG00000064370.1","ENSMUST00000082421.1"
"584","ENSMUSG00000064368.1","ENSMUST00000082419.1"
"585","ENSMUSG00000064367.1","ENSMUST00000082418.1"
"586","ENSMUSG00000064363.1","ENSMUST00000082414.1"
"587","ENSMUSG00000065947.3","ENSMUST00000084013.1"
"588","ENSMUSG00000064360.1","ENSMUST00000082411.1"
"589","ENSMUSG00000064358.1","ENSMUST00000082409.1"
"590","ENSMUSG00000064357.1","ENSMUST00000082408.1"
"591","ENSMUSG00000064356.3","ENSMUST00000082407.1"
"592","ENSMUSG00000064354.1","ENSMUST00000082405.1"
"593","ENSMUSG00000064351.1","ENSMUST00000082402.1"
"594","ENSMUSG00000064345.1","ENSMUST00000082396.1"
"595","ENSMUSG00000064341.1","ENSMUST00000082392.1"
"596","ENSMUSG00000033970.15","ENSMUST00000038131.9"
"597","ENSMUSG00000000632.13","ENSMUST00000093995.9"
"598","ENSMUSG00000055730.16","ENSMUST00000034346.14"
"599","ENSMUSG00000036097.8","ENSMUST00000096053.4"
"600","ENSMUSG00000055447.19","ENSMUST00000230641.1"
"601","ENSMUSG00000027887.11","ENSMUST00000141387.3"
"602","ENSMUSG00000017670.16","ENSMUST00000103088.9"
"603","ENSMUSG00000006356.10","ENSMUST00000084882.8"
"604","ENSMUSG00000055491.14","ENSMUST00000062322.10"
"605","ENSMUSG00000034083.16","ENSMUST00000037783.6"
"606","ENSMUSG00000117965.1","ENSMUST00000235907.1"
"607","ENSMUSG00000067787.10","ENSMUST00000109528.8"
"608","ENSMUSG00000036144.6","ENSMUST00000041183.6"
"609","ENSMUSG00000050860.6","ENSMUST00000054173.3"
"610","ENSMUSG00000042446.16","ENSMUST00000106108.8"
"611","ENSMUSG00000025469.10","ENSMUST00000172775.3"
"612","ENSMUSG00000021534.8","ENSMUST00000022007.7"
"613","ENSMUSG00000091060.2","ENSMUST00000169439.2"
"614","ENSMUSG00000043263.13","ENSMUST00000056071.12"
"615","ENSMUSG00000020482.4","ENSMUST00000020776.4"
"616","ENSMUSG00000059278.9","ENSMUST00000144531.1"
"617","ENSMUSG00000018381.15","ENSMUST00000059026.9"
"618","ENSMUSG00000073964.3","ENSMUST00000209778.2"
"619","ENSMUSG00000026697.10","ENSMUST00000028020.10"
"620","ENSMUSG00000047361.16","ENSMUST00000114243.7"
"621","ENSMUSG00000067786.16","ENSMUST00000088484.5"
"622","ENSMUSG00000029401.8","ENSMUST00000031347.7"
"623","ENSMUSG00000043310.4","ENSMUST00000214160.1"
"624","ENSMUSG00000001755.12","ENSMUST00000001806.9"
"625","ENSMUSG00000028687.17","ENSMUST00000102699.7"
"626","ENSMUSG00000044795.12","ENSMUST00000051620.4"
"627","ENSMUSG00000026209.15","ENSMUST00000185797.6"
"628","ENSMUSG00000067750.3","ENSMUST00000088407.3"
"629","ENSMUSG00000027225.7","ENSMUST00000028656.1"
"630","ENSMUSG00000034723.11","ENSMUST00000038228.10"
"631","ENSMUSG00000045377.5","ENSMUST00000050140.5"
"632","ENSMUSG00000075142.1","ENSMUST00000099840.1"
"633","ENSMUSG00000063334.16","ENSMUST00000163048.7"
"634","ENSMUSG00000029402.8","ENSMUST00000031349.8"
"635","ENSMUSG00000111184.1","ENSMUST00000214133.1"
"636","ENSMUSG00000037514.17","ENSMUST00000150843.7"
"637","ENSMUSG00000052837.6","ENSMUST00000064922.6"
"638","ENSMUSG00000022468.12","ENSMUST00000023105.4"
"639","ENSMUSG00000026963.4","ENSMUST00000028340.3"
"640","ENSMUSG00000061080.11","ENSMUST00000187695.6"
"641","ENSMUSG00000027224.14","ENSMUST00000110537.7"
"642","ENSMUSG00000052926.16","ENSMUST00000109736.8"
"643","ENSMUSG00000040187.15","ENSMUST00000111639.7"
"644","ENSMUSG00000020713.6","ENSMUST00000103071.3"
"645","ENSMUSG00000020658.10","ENSMUST00000111178.1"
"646","ENSMUSG00000006392.16","ENSMUST00000019229.14"
"647","ENSMUSG00000026021.15","ENSMUST00000091374.8"
"648","ENSMUSG00000028863.13","ENSMUST00000055213.10"
"649","ENSMUSG00000035711.5","ENSMUST00000223563.1"
"650","ENSMUSG00000029049.14","ENSMUST00000030915.10"
"651","ENSMUSG00000057000.12","ENSMUST00000080929.12"
"652","ENSMUSG00000038611.17","ENSMUST00000106027.8"
"653","ENSMUSG00000040592.11","ENSMUST00000044228.10"
"654","ENSMUSG00000023992.14","ENSMUST00000113237.3"
"655","ENSMUSG00000034957.10","ENSMUST00000042985.10"
"656","ENSMUSG00000026663.6","ENSMUST00000027974.6"
"657","ENSMUSG00000090777.2","ENSMUST00000231369.1"
"658","ENSMUSG00000074736.10","ENSMUST00000109935.7"
"659","ENSMUSG00000038116.16","ENSMUST00000037401.9"
"660","ENSMUSG00000056888.11","ENSMUST00000162508.8"
"661","ENSMUSG00000032551.7","ENSMUST00000035154.3"
"662","ENSMUSG00000029076.14","ENSMUST00000105579.7"
"663","ENSMUSG00000052488.7","ENSMUST00000079510.5"
"664","ENSMUSG00000001027.7","ENSMUST00000021056.7"
"665","ENSMUSG00000035200.7","ENSMUST00000034854.7"
"666","ENSMUSG00000062793.6","ENSMUST00000102622.1"
"667","ENSMUSG00000018401.17","ENSMUST00000103179.9"
"668","ENSMUSG00000028830.14","ENSMUST00000102607.9"
"669","ENSMUSG00000045019.4","ENSMUST00000056113.4"
"670","ENSMUSG00000026835.15","ENSMUST00000028179.14"
"671","ENSMUSG00000036775.13","ENSMUST00000237265.1"
"672","ENSMUSG00000026734.9","ENSMUST00000062060.4"
"673","ENSMUSG00000023330.12","ENSMUST00000110437.3"
"674","ENSMUSG00000035356.17","ENSMUST00000114458.7"
"675","ENSMUSG00000026659.13","ENSMUST00000027970.13"
"676","ENSMUSG00000037148.8","ENSMUST00000076316.5"
"677","ENSMUSG00000002660.8","ENSMUST00000002735.8"
"678","ENSMUSG00000038179.13","ENSMUST00000194531.5"
"679","ENSMUSG00000020102.15","ENSMUST00000211781.1"
"680","ENSMUSG00000026388.15","ENSMUST00000153037.1"
"681","ENSMUSG00000037536.14","ENSMUST00000043112.8"
"682","ENSMUSG00000002661.14","ENSMUST00000002737.6"
"683","ENSMUSG00000023333.8","ENSMUST00000024104.8"
"684","ENSMUSG00000094559.2","ENSMUST00000109515.2"
"685","ENSMUSG00000024076.10","ENSMUST00000024880.10"
"686","ENSMUSG00000054892.14","ENSMUST00000169534.5"
"687","ENSMUSG00000062148.6","ENSMUST00000169070.1"
"688","ENSMUSG00000055817.18","ENSMUST00000067826.14"
"689","ENSMUSG00000002664.2","ENSMUST00000002740.2"
"690","ENSMUSG00000022043.19","ENSMUST00000022623.12"
"691","ENSMUSG00000070524.1","ENSMUST00000094337.1"
"692","ENSMUSG00000025498.15","ENSMUST00000026571.10"
"693","ENSMUSG00000031250.8","ENSMUST00000033602.8"
"694","ENSMUSG00000068134.13","ENSMUST00000089207.12"
"695","ENSMUSG00000022913.16","ENSMUST00000023630.15"
"696","ENSMUSG00000073963.3","ENSMUST00000215782.2"
"697","ENSMUSG00000021945.9","ENSMUST00000022511.9"
"698","ENSMUSG00000043415.5","ENSMUST00000052168.5"
"699","ENSMUSG00000006014.16","ENSMUST00000161611.7"
"700","ENSMUSG00000052785.6","ENSMUST00000210571.1"
"701","ENSMUSG00000028747.10","ENSMUST00000105802.7"
"702","ENSMUSG00000096276.9","ENSMUST00000110145.11"
"703","ENSMUSG00000032564.16","ENSMUST00000057742.14"
"704","ENSMUSG00000050445.4","ENSMUST00000062474.4"
"705","ENSMUSG00000038421.13","ENSMUST00000046322.13"
"706","ENSMUSG00000029649.10","ENSMUST00000031654.9"
"707","ENSMUSG00000052794.13","ENSMUST00000064853.12"
"708","ENSMUSG00000038806.7","ENSMUST00000038091.7"
"709","ENSMUSG00000066677.12","ENSMUST00000085876.11"
"710","ENSMUSG00000021886.7","ENSMUST00000075072.5"
"711","ENSMUSG00000041722.7","ENSMUST00000070223.5"
"712","ENSMUSG00000020481.15","ENSMUST00000109856.7"
"713","ENSMUSG00000000552.10","ENSMUST00000168828.2"
"714","ENSMUSG00000050199.13","ENSMUST00000046548.13"
"715","ENSMUSG00000045824.6","ENSMUST00000052997.5"
"716","ENSMUSG00000075141.5","ENSMUST00000099839.3"
"717","ENSMUSG00000006398.15","ENSMUST00000006565.12"
"718","ENSMUSG00000045150.5","ENSMUST00000217006.1"
"719","ENSMUSG00000053205.9","ENSMUST00000226873.1"
"720","ENSMUSG00000060166.6","ENSMUST00000076957.6"
"721","ENSMUSG00000026959.13","ENSMUST00000114310.9"
"722","ENSMUSG00000017204.4","ENSMUST00000017348.2"
"723","ENSMUSG00000026389.16","ENSMUST00000112643.1"
"724","ENSMUSG00000109739.1","ENSMUST00000210548.1"
"725","ENSMUSG00000075140.4","ENSMUST00000129056.2"
"726","ENSMUSG00000091415.5","ENSMUST00000173494.3"
"727","ENSMUSG00000029306.8","ENSMUST00000031246.8"
"728","ENSMUSG00000060512.7","ENSMUST00000081747.7"
"729","ENSMUSG00000007670.10","ENSMUST00000007814.9"
"730","ENSMUSG00000028560.11","ENSMUST00000030289.8"
"731","ENSMUSG00000038085.13","ENSMUST00000037096.8"
"732","ENSMUSG00000075139.3","ENSMUST00000183862.2"
"733","ENSMUSG00000047417.18","ENSMUST00000057910.15"
"734","ENSMUSG00000006390.15","ENSMUST00000006557.12"
"735","ENSMUSG00000048988.8","ENSMUST00000050519.7"
"736","ENSMUSG00000075137.4","ENSMUST00000215268.1"
"737","ENSMUSG00000066269.7","ENSMUST00000084812.2"
"738","ENSMUSG00000057346.12","ENSMUST00000089452.5"
"739","ENSMUSG00000002477.5","ENSMUST00000002551.4"
"740","ENSMUSG00000075136.4","ENSMUST00000099834.4"
"741","ENSMUSG00000050530.14","ENSMUST00000115099.8"
"742","ENSMUSG00000015355.13","ENSMUST00000068584.6"
"743","ENSMUSG00000023993.7","ENSMUST00000224001.1"
"744","ENSMUSG00000043354.2","ENSMUST00000215237.1"
"745","ENSMUSG00000032735.15","ENSMUST00000166783.2"
"746","ENSMUSG00000073962.9","ENSMUST00000098213.7"
"747","ENSMUSG00000029660.10","ENSMUST00000201683.3"
"748","ENSMUSG00000046070.9","ENSMUST00000050714.7"
"749","ENSMUSG00000029344.14","ENSMUST00000031287.10"
"750","ENSMUSG00000041120.6","ENSMUST00000042844.6"
"751","ENSMUSG00000013418.8","ENSMUST00000038343.6"
"752","ENSMUSG00000030173.15","ENSMUST00000118060.7"
"753","ENSMUSG00000021541.14","ENSMUST00000022023.12"
"754","ENSMUSG00000020257.13","ENSMUST00000020490.12"
"755","ENSMUSG00000085079.3","ENSMUST00000147615.1"
"756","ENSMUSG00000046229.10","ENSMUST00000079125.7"
"757","ENSMUSG00000045792.2","ENSMUST00000215606.1"
"758","ENSMUSG00000037722.8","ENSMUST00000226276.1"
"759","ENSMUSG00000059409.9","ENSMUST00000233988.1"
"760","ENSMUSG00000013701.13","ENSMUST00000013845.12"
"761","ENSMUSG00000032224.15","ENSMUST00000034749.15"
"762","ENSMUSG00000053863.3","ENSMUST00000066207.3"
"763","ENSMUSG00000018899.16","ENSMUST00000108920.8"
"764","ENSMUSG00000018412.16","ENSMUST00000106972.7"
"765","ENSMUSG00000079009.8","ENSMUST00000109929.2"
"766","ENSMUSG00000026656.15","ENSMUST00000027966.13"
"767","ENSMUSG00000020698.11","ENSMUST00000021040.9"
"768","ENSMUSG00000032258.15","ENSMUST00000034791.14"
"769","ENSMUSG00000047261.9","ENSMUST00000102817.4"
"770","ENSMUSG00000061769.2","ENSMUST00000074056.2"
"771","ENSMUSG00000060336.6","ENSMUST00000073782.3"
"772","ENSMUSG00000063450.14","ENSMUST00000044217.15"
"773","ENSMUSG00000000295.13","ENSMUST00000000304.13"
"774","ENSMUSG00000073490.11","ENSMUST00000042610.14"
"775","ENSMUSG00000079008.2","ENSMUST00000109922.1"
"776","ENSMUSG00000030345.16","ENSMUST00000078521.6"
"777","ENSMUSG00000063576.12","ENSMUST00000071841.6"
"778","ENSMUSG00000033854.10","ENSMUST00000221240.1"
"779","ENSMUSG00000066652.5","ENSMUST00000085797.5"
"780","ENSMUSG00000079563.10","ENSMUST00000236386.1"
"781","ENSMUSG00000059900.14","ENSMUST00000112946.7"
"782","ENSMUSG00000029423.10","ENSMUST00000086056.7"
"783","ENSMUSG00000073489.6","ENSMUST00000111214.3"
"784","ENSMUSG00000028558.14","ENSMUST00000030285.7"
"785","ENSMUSG00000052712.17","ENSMUST00000234377.1"
"786","ENSMUSG00000071203.6","ENSMUST00000049789.2"
"787","ENSMUSG00000022770.17","ENSMUST00000064477.13"
"788","ENSMUSG00000028675.12","ENSMUST00000030436.11"
"789","ENSMUSG00000063364.10","ENSMUST00000051153.5"
"790","ENSMUSG00000022360.8","ENSMUST00000038194.4"
"791","ENSMUSG00000095315.2","ENSMUST00000238230.1"
"792","ENSMUSG00000017221.14","ENSMUST00000017365.14"
"793","ENSMUSG00000068130.11","ENSMUST00000109916.7"
"794","ENSMUSG00000024077.15","ENSMUST00000145910.8"
"795","ENSMUSG00000033819.16","ENSMUST00000037551.14"
"796","ENSMUSG00000026520.8","ENSMUST00000027802.8"
"797","ENSMUSG00000062585.11","ENSMUST00000097843.8"
"798","ENSMUSG00000026315.13","ENSMUST00000000514.10"
"799","ENSMUSG00000060534.16","ENSMUST00000114943.10"
"800","ENSMUSG00000050608.11","ENSMUST00000143971.1"
"801","ENSMUSG00000002768.8","ENSMUST00000232732.1"
"802","ENSMUSG00000030292.10","ENSMUST00000032433.8"
"803","ENSMUSG00000025401.9","ENSMUST00000079590.6"
"804","ENSMUSG00000054405.14","ENSMUST00000094657.9"
"805","ENSMUSG00000027298.17","ENSMUST00000028763.9"
"806","ENSMUSG00000067377.12","ENSMUST00000087557.11"
"807","ENSMUSG00000046962.16","ENSMUST00000113734.8"
"808","ENSMUSG00000056167.8","ENSMUST00000070117.7"
"809","ENSMUSG00000049680.17","ENSMUST00000093362.11"
"810","ENSMUSG00000047844.3","ENSMUST00000116527.1"
"811","ENSMUSG00000036907.9","ENSMUST00000037286.9"
"812","ENSMUSG00000020182.16","ENSMUST00000066237.9"
"813","ENSMUSG00000052142.15","ENSMUST00000137458.1"
"814","ENSMUSG00000038195.6","ENSMUST00000042972.6"
"815","ENSMUSG00000031841.19","ENSMUST00000117160.1"
"816","ENSMUSG00000051236.13","ENSMUST00000092143.11"
"817","ENSMUSG00000063415.12","ENSMUST00000204146.2"
"818","ENSMUSG00000013415.9","ENSMUST00000013559.2"
"819","ENSMUSG00000032089.16","ENSMUST00000034594.15"
"820","ENSMUSG00000034063.8","ENSMUST00000205686.1"
"821","ENSMUSG00000045975.8","ENSMUST00000170757.2"
"822","ENSMUSG00000019810.15","ENSMUST00000060212.12"
"823","ENSMUSG00000039414.10","ENSMUST00000097281.3"
"824","ENSMUSG00000026715.12","ENSMUST00000064725.10"
"825","ENSMUSG00000039851.11","ENSMUST00000035689.7"
"826","ENSMUSG00000025081.13","ENSMUST00000111606.7"
"827","ENSMUSG00000047881.14","ENSMUST00000154169.3"
"828","ENSMUSG00000038453.17","ENSMUST00000238342.1"
"829","ENSMUSG00000017801.15","ENSMUST00000017945.14"
"830","ENSMUSG00000061947.10","ENSMUST00000044231.11"
"831","ENSMUSG00000068749.9","ENSMUST00000090569.9"
"832","ENSMUSG00000026725.17","ENSMUST00000039178.11"
"833","ENSMUSG00000025743.14","ENSMUST00000070478.3"
"834","ENSMUSG00000040797.16","ENSMUST00000046373.7"
"835","ENSMUSG00000004939.7","ENSMUST00000005069.7"
"836","ENSMUSG00000034958.11","ENSMUST00000047408.5"
"837","ENSMUSG00000050232.6","ENSMUST00000056614.6"
"838","ENSMUSG00000064246.10","ENSMUST00000082060.9"
"839","ENSMUSG00000092277.1","ENSMUST00000173128.1"
"840","ENSMUSG00000051579.10","ENSMUST00000060101.9"
"841","ENSMUSG00000079471.4","ENSMUST00000169137.2"
"842","ENSMUSG00000092243.8","ENSMUST00000173322.7"
"843","ENSMUSG00000020477.10","ENSMUST00000154330.1"
"844","ENSMUSG00000038067.2","ENSMUST00000038886.2"
"845","ENSMUSG00000036825.12","ENSMUST00000106153.8"
"846","ENSMUSG00000025332.14","ENSMUST00000112584.7"
"847","ENSMUSG00000045010.14","ENSMUST00000147742.8"
"848","ENSMUSG00000027649.15","ENSMUST00000029178.6"
"849","ENSMUSG00000043467.19","ENSMUST00000162226.8"
"850","ENSMUSG00000043155.4","ENSMUST00000055436.4"
"851","ENSMUSG00000047721.8","ENSMUST00000130498.1"
"852","ENSMUSG00000059089.4","ENSMUST00000078825.4"
"853","ENSMUSG00000050945.8","ENSMUST00000063989.6"
"854","ENSMUSG00000020105.9","ENSMUST00000074807.7"
"855","ENSMUSG00000019826.11","ENSMUST00000080771.9"
"856","ENSMUSG00000075602.10","ENSMUST00000189068.6"
"857","ENSMUSG00000046774.17","ENSMUST00000151231.9"
"858","ENSMUSG00000054034.10","ENSMUST00000066819.10"
"859","ENSMUSG00000079487.11","ENSMUST00000087948.10"
"860","ENSMUSG00000021754.17","ENSMUST00000109267.8"
"861","ENSMUSG00000030707.15","ENSMUST00000106364.7"
"862","ENSMUSG00000028167.15","ENSMUST00000120397.7"
"863","ENSMUSG00000026390.7","ENSMUST00000027639.7"
